"ID";"NominationYear";"Name";"Author";"PubYear";"AgeLimit";"Genre";"PublishingHouse";"LitPrizeName";"Nomination";"signature_date";"global_id";
"158";"2019";"Говорит и показывает Россия";"[Аркадий Островский]";"2019";"12+";"Баллада";"АСТ";"Либмиссия";"Лауреат номинации «Аналитика»";"29.04.2020 10:40:41";"1035306225";
"159";"2019";"Лицей 2019. Третий выпуск";"[Коллектив авторов]";"2019";"18+";"Баллада";"АСТ";"Литературная премия «Лицей» имени Александра Пушкина для молодых писателей и поэтов";"Сборник произведений-лауреатов (произведений-победителей премии)";"29.04.2020 10:36:41";"1035306226";
"160";"2019";"Нью-йоркский обход";"[Стесин Александр]";"2019";"12+";"Баллада";"НЛО";"НОС (Новая словесность)";"Лауреат";"29.04.2020 10:36:41";"1035306227";
"161";"2019";"Собиратель рая";"[Чижов Евгений]";"2019";"16+";"Баллада";"АСТ";"НОС (Новая словесность)";"Номинант";"29.04.2020 10:40:41";"1035306228";
"162";"2019";"Мироныч, дырник и жеможаха. Рассказы о Родине";"[Cиницкая Софья]";"2019";"16+";"Баллада";"Лимбус Пресс";"НОС (Новая словесность)";"Номинант";"29.04.2020 10:44:31";"1035306229";
"163";"2019";"Тайна нашего времени";"[Пепперштейн Павел]";"2018";"18+";"Баллада";"Музей современного искусства «Гараж»";"НОС (Новая словестность)";"Номинант";"29.04.2020 10:41:52";"1035306230";
"164";"2019";"Поднебесный экспресс";"[Кобрин Кирилл Рафаилович]";"2019";"18+";"Баллада";"НЛО";"НОС (Новая словестность)";"Номинант";"29.04.2020 10:41:52";"1035306240";
"165";"2019";"Восстание";"[Кононов Николай В]";"2019";"16+";"Детектив";"Новое издательство";"НОС (Новая словестность)";"Номинант";"29.04.2020 10:44:31";"1035306249";
"166";"2019";"Путеводитель по N";"[Скидан Александр]";"2018";"16+";"Детектив";"Носорог";"НОС (Новая словестность)";"Номинант";"29.04.2020 10:41:51";"1035306250";
"167";"2019";"Вторжение. Краткая история русских хакеров";"[Туровский Даниил]";"2019";"18+";"Детектив";"Individuum";"НОС (Новая словестность)";"Номинант";"29.04.2020 10:46:40";"1035306252";
"168";"2019";"Жизнь Алексея: Диалоги";"[Ярин Александр]";"2018";"16+";"Детектив";"Издательство Ивана Лимбаха";"НОС (Новая словестность)";"Номинант";"29.04.2020 10:44:31";"1035306254";
